34.95625,135.77625,96273
35.69673,139.78125,28581
35.69673,139.69125,26840
35.67359,139.75875,26283
34.70171,135.50625,24861
35.65045,139.69125,23426
35.69673,139.75875,23340
34.67857,135.50625,23122
35.71987,139.71375,20950
33.59099,130.39875,18918
34.65543,135.50625,18029
35.69673,139.71375,16553
43.05525,141.35625,15144
35.67359,139.71375,14853
35.16451,136.90125,14541
35.16451,136.87875,13507
35.46533,139.62375,12907
35.65045,139.71375,12384
33.59099,130.42125,11339
35.71987,139.78125,11304
35.67359,139.69125,10916
35.65045,139.73625,10497
35.67359,139.73625,10239
35.00253,135.77625,10130
38.26527,140.88375,10035
35.62731,139.73625,9730
34.97939,135.75375,9410
34.67857,135.48375,9109
35.69673,139.73625,8982
34.70171,135.19125,8743
35.74301,139.71375,8494
35.65045,139.66875,8226
34.70171,135.48375,8116
35.90499,139.62375,7260
35.69673,139.66875,7212
34.40089,132.46875,7211
32.80423,130.71375,7005
35.53475,139.69125,7002
34.70171,135.52875,6965
34.72485,135.50625,6915
35.62731,139.71375,6910
35.00253,135.75375,6840
35.67359,139.78125,6706
35.67359,139.66875,6680
43.07839,141.35625,6673
35.71987,139.80375,6583
38.28841,140.27625,6574
35.55789,139.71375,6291
34.67857,135.52875,6231
35.65045,139.75875,6175
34.65543,135.52875,6173
35.69673,139.80375,6101
34.77113,135.50625,5878
35.69673,139.57875,5855
34.65543,135.57375,5785
43.05525,141.33375,5693
35.14137,136.90125,5569
35.44219,139.64625,5559
35.62731,139.78125,5517
34.74799,135.52875,5466
35.53475,139.44375,5347
35.44219,139.62375,5250
35.55789,139.78125,5207
34.63229,135.50625,5070
38.26527,140.86125,5035
35.69673,139.64625,4960
34.65543,135.43875,4926
35.74301,139.73625,4843
35.51161,139.62375,4821
34.72485,135.48375,4815
34.65543,135.59625,4811
35.74301,139.80375,4754
35.00253,135.73125,4719
34.88683,135.61875,4687
35.62731,139.89375,4686
35.60417,139.73625,4660
35.65045,140.02875,4580
35.02567,135.77625,4574
34.70171,135.55125,4531
34.67857,135.16875,4524
34.81741,135.66375,4498
35.69673,139.82625,4457
35.16451,136.92375,4443
33.84553,132.76125,4426
34.65543,135.61875,4424
33.66041,130.44375,4418
34.65543,135.48375,4411
26.20933,127.67625,4402
35.16451,136.72125,4362
35.69673,139.42125,4357
34.77113,135.61875,4324
35.74301,139.75875,4318
32.78109,129.85875,4283
34.70171,135.64125,4236
35.02567,135.73125,4217
34.70171,135.57375,4206
43.00897,144.39375,4160
35.71987,139.75875,4151
38.26527,140.90625,4147
35.71987,139.69125,4137
35.71987,139.64625,4120
34.74799,135.34875,4116
34.47031,135.39375,4115
34.60915,135.50625,4075
34.40089,135.30375,4064
35.67359,139.80375,4047
35.67359,139.64625,4039
35.55789,139.73625,3986
34.67857,135.46125,3936
35.74301,139.66875,3926
35.58103,139.73625,3916
35.58103,139.66875,3897
34.60915,135.55125,3862
35.60417,139.66875,3849
35.48847,139.62375,3843
32.80423,130.73625,3834
33.59099,130.35375,3823
37.91817,139.06125,3819
35.60417,140.11875,3806
34.65543,135.46125,3805
34.72485,135.55125,3798
35.02567,135.75375,3784
35.74301,139.78125,3778
34.63229,135.59625,3759
35.62731,139.87125,3739
34.67857,135.19125,3731
