33.91495,130.93875,1
33.59099,130.21875,1
35.97441,139.96125,1
35.07195,134.02125,4
43.03211,141.42375,1
34.35461,132.31125,2
36.59919,136.65375,1
43.14781,141.33375,1
36.73803,138.20625,1
34.07693,131.77125,2
39.69995,141.10875,1
35.18765,136.87875,2
35.41905,136.76625,2
34.81741,134.98875,1
35.46533,138.81375,2
35.81243,139.71375,3
34.65543,134.96625,1
34.07693,133.63875,1
33.49843,130.51125,2
35.67359,139.60125,1
34.97939,135.73125,2
37.29339,140.38875,1
33.89181,130.84875,2
35.09509,139.08375,1
34.14635,133.66125,1
33.61413,130.44375,5
34.72485,135.46125,2
34.21577,134.42625,2
35.37277,136.27125,2
37.10827,140.95125,1
43.07839,141.51375,1
35.65045,138.65625,2
34.67857,135.59625,3
35.83557,139.84875,2
33.17447,130.51125,1
35.67359,139.69125,10
34.28519,133.84125,1
35.37277,139.19625,2
35.07195,135.86625,1
33.98437,133.32375,1
35.16451,136.74375,1
35.74301,139.69125,2
36.09011,136.27125,1
35.04881,136.90125,3
34.16949,131.45625,3
34.37775,134.89875,1
35.21079,136.87875,1
35.74301,139.71375,6
36.22895,139.17375,1
34.26205,135.32625,2
34.72485,135.32625,1
35.92813,139.48875,2
35.53475,139.62375,1
34.35461,134.02125,8
34.72485,135.61875,2
34.21577,133.72875,6
32.80423,130.69125,2
35.60417,139.69125,4
36.36779,140.36625,1
35.51161,139.62375,9
32.71167,131.29875,1
34.70171,135.59625,6
35.07195,138.85875,1
34.74799,135.46125,2
35.04881,137.01375,1
35.00253,135.68625,7
35.81243,139.46625,1
35.88185,140.16375,2
43.68003,141.89625,1
34.23891,133.86375,1
42.77757,141.67125,2
38.26527,140.34375,1
33.35959,130.48875,1
36.04383,139.57875,1
34.74799,135.43875,2
34.77113,135.59625,1
35.28021,139.19625,2
34.12321,134.49375,1
36.13639,137.26125,4
35.69673,138.72375,1
35.76615,139.57875,3
36.69175,137.84625,1
35.41905,138.90375,1
36.29837,139.17375,1
33.56785,130.46625,1
34.28519,134.02125,5
33.05877,130.48875,1
33.59099,131.18625,1
35.34963,139.91625,1
33.98437,133.54875,1
34.49345,135.46125,1
35.30335,136.74375,1
36.96943,140.83875,1
34.44717,133.79625,1
35.32649,139.55625,1
34.35461,135.25875,1
33.59099,130.37625,2
35.85871,139.60125,1
35.00253,135.70875,4
34.93311,135.79875,2
35.28021,139.57875,1
39.07517,141.15375,1
35.58103,139.64625,2
26.18619,127.69875,1
33.79925,130.98375,5
34.84055,137.23875,2
34.79427,135.39375,1
31.99433,130.96125,1
35.46533,136.58625,1
32.80423,130.71375,7
35.60417,139.55625,1
26.23247,127.74375,2
35.65045,139.62375,1
34.40089,132.46875,19
34.70171,135.57375,3
34.30833,134.04375,9
34.37775,132.46875,7
33.24389,131.72625,1
35.83557,139.48875,1
40.50985,141.51375,1
33.75297,130.48875,2
35.41905,139.64625,1
35.34963,139.51125,2
34.33147,134.06625,28
34.86369,135.75375,1
34.63229,135.52875,2
35.09509,138.97125,1
36.55291,136.67625,2
34.26205,134.08875,1
36.25209,140.00625,1
35.16451,138.90375,1
36.62233,136.87875,1
34.58601,133.77375,3
35.04881,135.86625,3
33.54471,130.39875,5
35.00253,138.40875,1
31.83235,130.28625,1
37.40909,140.38875,4
36.13639,140.07375,1
35.32649,139.48875,4
35.41905,136.74375,1
35.65045,139.87125,1
34.49345,135.43875,1
35.44219,139.33125,1
34.86369,134.53875,1
36.09011,140.20875,1
36.66861,139.06125,2
33.33645,130.78125,1
35.65045,139.75875,2
35.88185,139.78125,2
35.78929,139.69125,2
35.83557,140.65875,1
35.95127,139.91625,1
35.30335,136.72125,1
35.41905,139.57875,2
38.05701,140.77125,3
33.52157,130.48875,3
35.60417,139.48875,1
33.59099,130.42125,45
37.91817,140.11875,2
34.63229,135.55125,1
33.84553,132.73875,3
35.74301,139.80375,4
33.54471,130.48875,2
34.58601,133.75125,2
34.95625,135.77625,35
33.77611,130.98375,1
26.23247,127.72125,1
34.77113,137.57625,1
34.95625,132.46875,2
34.86369,137.03625,1
36.36779,139.78125,1
35.11823,136.20375,1
31.57781,131.38875,2
34.63229,133.59375,1
35.88185,139.44375,1
35.78929,139.48875,3
33.61413,130.48875,4
34.70171,137.41875,1
43.77259,142.34625,1
36.15953,139.46625,1
35.11823,135.91125,1
35.14137,135.05625,1
34.28519,133.81875,2
34.30833,133.84125,3
43.05525,141.33375,1
35.37277,136.65375,3
35.07195,136.20375,1
35.00253,135.79875,1
33.15133,129.83625,3
35.65045,140.16375,1
35.02567,137.01375,1
35.95127,139.78125,1
34.84055,138.18375,2
34.97939,135.95625,3
34.77113,134.87625,1
35.76615,139.60125,1
38.91319,141.10875,1
36.57605,139.89375,1
34.65543,135.64125,2
34.63229,133.86375,1
43.07839,141.40125,2
35.78929,139.60125,1
33.86867,130.71375,3
35.48847,136.81125,2
34.95625,135.73125,3
34.51659,135.50625,2
36.43721,138.18375,1
35.81243,139.84875,1
35.65045,139.73625,11
33.63727,130.44375,4
38.26527,140.88375,6
36.27523,136.36125,2
35.69673,140.00625,1
35.62731,139.39875,1
34.65543,135.03375,1
34.42403,135.34875,2
39.14459,141.15375,2
35.92813,139.53375,1
34.14635,133.81875,8
36.13639,139.46625,1
34.28519,133.93125,1
33.79925,130.55625,2
40.34787,141.44625,1
34.23891,133.81875,14
35.71987,139.84875,2
38.28841,140.88375,1
35.23393,136.96875,2
34.44717,135.23625,1
35.58103,139.37625,1
34.97939,137.08125,6
36.04383,139.55625,1
34.53973,135.95625,1
35.46533,140.36625,1
37.87189,138.94875,1
35.71987,139.66875,9
34.77113,135.52875,1
34.00751,134.53875,1
34.44717,135.46125,1
35.95127,139.28625,1
36.52977,136.60875,1
35.32649,139.57875,1
35.46533,137.41875,1
35.88185,139.62375,5
35.67359,140.02875,8
35.76615,139.46625,3
35.51161,139.64625,6
33.54471,133.48125,3
34.56287,135.46125,4
33.82239,130.71375,1
35.62731,139.06125,1
35.76615,139.48875,2
33.86867,132.76125,2
34.53973,134.98875,1
35.85871,139.66875,1
34.86369,136.42875,1
35.60417,139.57875,1
37.80247,139.01625,1
32.17945,131.50125,1
34.07693,131.38875,1
35.07195,135.34875,1
35.46533,138.85875,2
35.67359,140.16375,2
35.11823,137.12625,2
33.29017,130.30875,3
34.81741,135.66375,2
