1,239544804,34.47031,132.44625,55,55,1675,25283,0.376694,42.810852,474.329413,202.623475,0.490000
2,2590152079,35.76615,139.78125,5,8,225,25415,1.037302,159.095161,253.805283,280.433437,0.430000
3,609989771,34.70171,135.50625,4,4,4,24408,0.366904,24.597593,244.153161,190.375043,0.590000
4,2222305861,38.26527,140.88375,19,19,19,25424,0.345779,58.287570,505.904966,240.203020,0.380000
5,364058329,34.77113,137.37375,1,396,486,24333,0.539950,83.638965,249.714363,139.310623,0.370000
6,949865268,35.65045,139.30875,1,59,274,25524,0.513575,29.688506,164.766996,154.802527,0.610000
7,1147559046,35.81243,139.82625,6,130,1435,25212,0.369401,72.140839,339.793188,311.226595,0.420000
8,2447343002,34.74799,135.50625,1,2,146,24365,0.207946,42.921607,253.104994,196.890368,0.440000
9,2583213432,35.90499,139.42125,1,93,1163,25451,0.696294,64.274830,197.065993,250.832612,0.430000
10,1093887584,34.72485,137.46375,1,432,6634,22323,0.493718,99.936938,326.319145,260.328813,0.320000
11,530949163,34.97939,135.91125,1,113,676,25207,0.525420,98.869102,311.971836,290.118098,0.410000
12,850809871,34.12321,134.56125,1,288,5293,25408,0.335009,34.101626,336.653864,183.421570,0.510000
13,2379615794,35.74301,139.64625,5,5,261,25193,0.401988,44.263779,247.802928,274.873042,0.460000
14,1690937498,35.14137,136.06875,1,1002,3421,25383,0.625025,85.608753,248.301732,163.577364,0.470000
15,1041226908,34.74799,135.34875,1,39,39,25483,0.867610,48.631783,234.946221,191.013640,0.570000
16,167789720,35.69673,139.75875,1,1,6,25508,1.316640,40.515895,46.511338,118.700618,0.540000
17,1065581316,34.70171,135.48375,1,2,19,25415,0.503908,59.188765,253.597396,198.610863,0.300000
18,1905081079,33.54471,130.35375,5,5,111,25432,0.225826,30.651252,645.056484,281.728159,0.440000
19,1307023502,34.86369,136.47375,1,1317,2536,25424,0.095285,9.993219,246.200521,153.184174,0.430000
20,1026225318,34.70171,135.52875,1,1,22,25515,1.437263,79.926721,251.099246,179.198322,0.450000
21,873088081,37.43223,140.38875,20,453,1732,25395,0.319444,55.157542,411.609989,248.218383,0.420000
22,224471714,34.95625,135.77625,1,1,1,25407,0.126574,17.115345,193.454481,177.831104,0.440000
23,2345655476,35.81243,139.80375,6,122,801,25403,0.271341,51.266951,338.408539,311.215137,0.410000
24,2606531006,34.67857,134.98875,1,233,587,25450,0.876554,141.827221,288.258240,190.588522,0.470000
25,1641143118,36.04383,136.22625,1,690,962,25421,0.472643,97.199674,338.289179,226.489522,0.410000
26,435800611,36.43721,139.35375,5,649,6502,25450,0.451392,56.405520,288.326712,241.443830,0.410000
