33.79925,130.55625,2
34.84055,137.80125,8
36.55291,140.63625,22
35.62731,134.62875,1
35.14137,137.12625,2
35.67359,140.29875,1
36.36779,139.24125,1
37.47851,138.88125,1
41.73627,140.25375,1
36.09011,139.69125,1
33.26703,130.24125,1
35.04881,136.99125,39
36.50663,138.09375,8
38.31155,141.04125,2
34.42403,131.77125,1
35.41905,139.96125,1
33.91495,132.33375,3
35.39591,136.51875,1
37.70991,140.97375,1
35.69673,139.75875,1984
35.92813,139.60125,69
26.20933,127.69875,12
35.74301,140.25375,2
33.59099,131.20875,1
31.53153,130.51125,6
38.31155,140.63625,7
35.90499,139.35375,2
36.20581,137.21625,1
35.51161,139.60125,45
36.29837,139.12875,1
43.49491,144.46125,1
34.42403,132.82875,1
34.84055,138.25125,23
36.76117,140.38875,4
37.33967,139.30875,3
34.49345,135.59625,66
34.77113,136.90125,6
36.25209,140.02875,1
36.76117,138.31875,4
35.34963,136.56375,1
34.67857,131.83875,3
35.90499,136.65375,8
40.64869,139.93875,1
42.87013,141.80625,5
36.02069,136.24875,1
35.55789,140.36625,9
34.79427,135.50625,25
36.52977,139.91625,3
35.32649,136.92375,1
37.01571,137.73375,1
35.25707,136.83375,2
34.00751,130.93875,75
32.75795,129.85875,20
42.38419,141.06375,1
36.94629,137.55375,3
35.04881,135.70875,1
33.79925,132.73875,5
35.78929,139.48875,163
34.77113,137.75625,1
35.60417,139.53375,46
35.07195,137.14875,4
35.83557,139.39875,49
34.81741,133.70625,2
35.92813,137.28375,1
35.78929,139.80375,2
34.95625,137.05875,2
35.99755,138.52125,1
36.25209,139.30875,2
35.92813,138.20625,1
33.79925,130.69125,1
34.77113,135.64125,6
34.72485,137.55375,6
35.32649,135.10125,1
36.52977,139.80375,1
42.80071,141.67125,12
34.88683,135.61875,2
35.32649,136.02375,37
33.52157,130.48875,27
32.82737,129.99375,2
33.84553,130.51125,4
34.67857,133.79625,2
34.86369,134.71875,1
36.13639,136.20375,1
34.65543,136.40625,1
32.98935,130.78125,2
33.61413,130.53375,5
33.52157,133.81875,4
34.53973,134.98875,1
34.14635,136.00125,1
43.19409,141.76125,7
35.74301,139.69125,31
35.53475,140.14125,4
36.55291,139.91625,6
34.77113,135.16875,14
35.04881,133.90875,1
35.11823,138.79125,21
34.10007,134.53875,1
34.28519,132.33375,8
40.88009,140.86125,3
35.02567,136.58625,2
34.65543,135.73125,1
33.42901,130.53375,6
34.79427,135.37125,2
35.16451,140.32125,1
35.53475,136.92375,4
35.34963,132.71625,1
34.23891,135.25875,1
34.21577,135.73125,7
43.33293,141.89625,1
36.27523,137.57625,7
37.64049,140.45625,1
35.39591,139.37625,24
33.79925,130.57875,29
34.07693,131.77125,6
35.04881,140.02875,5
43.84201,143.94375,1
34.05379,133.68375,2
42.08337,140.59125,1
39.72309,140.11875,75
35.60417,139.44375,1
32.89679,130.12875,1
34.37775,135.34875,1
34.65543,135.84375,2
36.18267,139.71375,3
36.48349,140.45625,2
34.05379,132.87375,1
36.20581,139.66875,6
34.74799,134.87625,26
34.90997,132.62625,2
35.37277,136.67625,2
35.02567,135.57375,11
36.04383,136.20375,2
34.42403,132.49125,1
39.74623,141.10875,1
36.39093,139.84875,12
34.72485,133.95375,1
41.82883,140.63625,2
36.18267,136.13625,2
36.71489,138.29625,1
34.81741,137.30625,3
32.87365,130.89375,3
38.28841,140.97375,10
35.21079,139.12875,13
34.23891,135.21375,2
33.17447,129.88125,5
34.84055,134.92125,1
31.73979,131.14125,1
35.53475,139.55625,20
40.83381,140.72625,35
35.60417,139.75875,54
34.74799,135.64125,8
42.91641,141.58125,2
34.95625,136.92375,5
35.30335,139.64625,5
35.28021,135.93375,1
35.02567,136.45125,2
35.21079,137.50875,16
34.56287,133.84125,2
36.09011,139.96125,1
43.05525,141.31125,46
39.07517,140.45625,4
40.64869,140.61375,1
36.57605,139.87125,1
33.17447,130.42125,7
35.41905,139.57875,4
36.55291,137.71125,5
35.16451,135.43875,4
36.85373,137.55375,1
36.11325,139.66875,1
35.32649,138.99375,1
35.46533,139.46625,116
40.76439,140.59125,2
43.12467,141.19875,1
34.86369,135.21375,2
35.62731,140.36625,1
35.78929,140.14125,2
36.02069,136.22625,1
36.96943,138.45375,2
33.54471,131.74875,1
32.78109,129.83625,1
33.52157,130.57875,3
37.17769,138.25125,82
42.70815,141.13125,5
40.23217,140.65875,1
37.20083,138.29625,1
34.72485,132.67125,5
36.50663,138.92625,4
36.29837,139.91625,3
36.87687,140.79375,1
35.04881,135.75375,21
26.55643,127.96875,10
43.17095,142.57125,1
36.09011,138.79125,1
33.24389,129.65625,1
34.51659,133.59375,1
38.21899,140.29875,1
36.41407,138.22875,1
41.27347,141.19875,3
34.90997,133.95375,1
37.47851,140.32125,2
33.63727,130.80375,2
34.53973,133.32375,1
34.58601,133.77375,2
36.57605,137.32875,4
34.40089,133.05375,1
35.30335,139.17375,7
34.93311,136.58625,5
33.56785,130.26375,27
34.88683,138.31875,1
43.79573,143.62875,1
34.88683,135.23625,39
33.33645,131.50125,30
34.33147,135.16875,11
35.69673,140.02875,400
34.84055,135.16875,1
34.28519,133.79625,40
34.90997,137.48625,3
35.02567,135.95625,145
33.35959,130.48875,18
37.94131,139.30875,4
35.74301,139.71375,201
34.67857,136.20375,2
37.38595,138.56625,1
34.93311,137.08125,2
39.65367,141.35625,2
43.14781,141.31125,1
33.52157,130.53375,39
35.48847,137.50875,1
36.04383,140.11875,1
36.39093,140.36625,1
33.26703,130.21875,2
36.34465,137.89125,2
36.11325,140.23125,1
35.30335,137.05875,1
33.10505,130.66875,10
39.16773,141.73875,1
34.26205,135.12375,3
36.25209,138.40875,4
