1,239544804,34.47031,132.44625,11,11,376,4898,15197.000000,169249.000000,614.620080,123.908997,2.060000
2,2590152079,35.76615,139.78125,1,1,6,3164,29056.000000,131513.000000,23.053776,26.965559,1.490000
3,609989771,34.70171,135.50625,19,19,19,7137,388848.000000,4053377.000000,398.973756,2.729320,2.750000
4,2222305861,38.26527,140.88375,36,36,36,2934,22863.000000,109524.000000,347.430940,84.734828,1.100000
5,364058329,34.77113,137.37375,1,2,2,3434,3402.000000,88772.000000,230.902728,265.351219,1.190000
6,949865268,35.65045,139.30875,1,19,59,7938,970962.000000,8023985.000000,38.931051,2.917238,2.750000
7,1147559046,35.81243,139.82625,1,18,128,4000,44979.000000,186786.000000,142.206025,252.866058,1.600000
8,2447343002,34.74799,135.50625,3,3,131,4820,15080.000000,199883.000000,279.705118,177.178409,1.750000
9,2583213432,35.90499,139.42125,1,57,236,6409,1189980.000000,12528660.000000,35.612917,6.366337,1.720000
10,1093887584,34.72485,137.46375,5,5,306,3692,14376.000000,223488.000000,172.126526,94.457764,1.330000
11,530949163,34.97939,135.91125,2,7,110,3959,7603.000000,135521.000000,196.283120,184.564926,1.660000
12,850809871,34.12321,134.56125,10,32,458,4879,9573.000000,124848.000000,465.710119,107.004480,2.150000
13,2379615794,35.74301,139.64625,1,4,21,4627,52185.000000,713968.000000,11.107749,2.631906,1.940000
14,1690937498,35.14137,136.06875,9,95,884,4663,15974.000000,190851.000000,281.874700,107.084805,1.820000
15,1041226908,34.74799,135.34875,1,2,2,7504,225625.000000,1640000.000000,53.205694,117.757334,2.700000
16,167789720,35.69673,139.75875,1,1,4,9096,2460880.000000,18909625.000000,4.209130,2.434169,2.650000
17,1065581316,34.70171,135.48375,1,1,23,2064,11179.000000,100978.000000,203.693442,173.481019,0.800000
18,1905081079,33.54471,130.35375,1,1,247,4998,51240.000000,593534.000000,802.212024,265.213667,1.890000
19,1307023502,34.86369,136.47375,1,10,10,4769,4381.000000,148397.000000,180.648166,148.011843,1.960000
20,1026225318,34.70171,135.52875,7,7,8,7282,737668.000000,8453452.000000,317.858352,158.436664,1.930000
21,873088081,37.43223,140.38875,3,3,224,4361,7823.000000,112498.000000,285.346804,230.966714,1.860000
22,224471714,34.95625,135.77625,18,18,18,5498,61332.000000,534857.000000,395.866216,20.247563,2.040000
23,2345655476,35.81243,139.80375,1,3,118,4295,15358.000000,198480.000000,21.086905,15.009136,1.770000
24,2606531006,34.67857,134.98875,2,4,274,5466,23449.000000,343347.000000,230.464499,214.241195,2.280000
25,1641143118,36.04383,136.22625,7,248,702,3274,10661.000000,43396.000000,307.976528,144.121250,1.740000
26,435800611,36.43721,139.35375,1,25,547,4813,16390.000000,240949.000000,211.944687,311.081805,1.640000
27,452037373,34.95625,135.77625,1,3,12,3760,18778.000000,121529.000000,162.402258,165.693894,1.250000
28,1259896836,36.13639,139.62375,1,25,145,3533,30535.000000,183487.000000,139.619466,242.549504,1.250000
29,268576503,35.62731,138.52125,1,76,390,5692,157003.000000,1130021.000000,109.353967,3.207794,2.520000
30,443653120,35.62731,139.30875,1,19,95,5226,429750.000000,1172904.000000,36.055728,8.259263,1.940000
31,151899392,35.69673,140.65875,1,727,31366,5588,49943.000000,658026.000000,147.997047,224.482107,2.990000
32,1963111747,34.63229,133.90875,1,24,138,3938,4881.000000,174537.000000,497.022312,337.725738,2.030000
33,113604371,34.70171,136.49625,58,215,521,9160,220334.000000,3725753.000000,312.341604,3.670153,5.140000
34,1922912161,34.60915,135.52875,2,3,82,3569,20232.000000,176550.000000,308.777035,312.127255,1.310000
35,1659336752,36.32151,139.46625,1,374,31366,5192,47155.000000,496292.000000,110.404617,97.814285,1.830000
36,520270980,35.71987,139.55625,1,4,480,5387,40656.000000,460957.000000,57.845747,102.870448,2.670000
37,1287956666,34.97939,132.19875,2,125,31366,3450,3755.000000,55633.000000,379.185357,269.141221,1.700000
38,149567845,35.58103,139.66875,1,4,23,4556,268146.000000,717726.000000,29.294935,50.827891,1.480000
39,196477184,34.77113,135.50625,1,1,1,7292,1447918.000000,9172129.000000,356.782621,118.965063,3.950000
40,772643624,35.67359,139.69125,1,1,8,3447,7745.000000,279129.000000,225.806407,357.142198,1.300000
41,1384968312,33.47529,130.53375,1,104,114,3379,8408.000000,137107.000000,349.373329,439.411812,1.520000
42,512645352,33.56785,130.35375,1,1,65,4854,45869.000000,208196.000000,759.564952,278.001073,1.580000
43,1279375561,43.12467,141.28875,1,1,156,2599,2566.000000,59268.000000,462.710916,417.026246,1.270000
44,567364315,35.58103,139.57875,1,17,195,4000,21856.000000,219076.000000,17.057219,3.354882,1.360000
45,951290221,32.82737,130.80375,77,106,1102,5485,128817.000000,1436544.000000,879.789961,3.155515,1.860000
46,1399522368,33.63727,130.66875,1,2,5,3100,11845.000000,52352.000000,153.976630,300.956532,1.150000
47,984012882,35.69673,139.91625,1,41,331,5048,693232.000000,6344290.000000,16.582127,2.966932,1.640000
48,512793926,34.40089,135.30375,2,136,198,4997,38948.000000,261097.000000,348.139274,156.067450,1.920000
49,144580080,34.72485,135.50625,3,3,20,6219,148919.000000,1517038.000000,359.788762,119.172449,3.160000
50,523276726,35.65045,139.28625,1,15,34,5362,166198.000000,924484.000000,40.688953,5.950260,1.430000
51,1701009932,26.27875,127.74375,5,16,17,3211,13215.000000,188835.000000,1392.419191,460.734873,2.070000
52,350800915,35.67359,139.87125,1,1,53,10110,6280040.000000,50362270.000000,12.672656,2.758212,3.270000
53,255741633,34.72485,135.50625,1,1,2,8144,322515.000000,1935894.000000,44.485178,119.568739,3.000000
54,129728570,35.95127,139.69125,1,4,72,6969,350158.000000,1947686.000000,33.922930,15.929695,2.700000
55,251939849,34.72485,135.52875,1,1,124,3337,30366.000000,277478.000000,137.540406,272.783838,1.370000
56,1060409904,42.96269,144.10125,1,98,31366,3991,73557.000000,267902.000000,573.481850,396.584480,1.520000
57,837864090,39.72309,140.14125,6,76,262,5799,7603.000000,184404.000000,548.432055,257.085788,2.430000
58,2816926939,31.60095,130.98375,46,298,298,4979,103422.000000,633743.000000,927.057749,2.935168,2.520000
59,259466613,39.19087,140.47875,13,176,31366,2008,1022.000000,19322.000000,424.485688,85.623883,1.010000
60,276110231,35.11823,136.99125,2,2,221,5886,29566.000000,239075.000000,192.304364,101.059372,2.150000
61,856074308,33.66041,130.44375,1,1,34,5205,42938.000000,309079.000000,858.780909,356.223327,1.730000
62,161251058,35.81243,139.57875,1,31,55,6195,654500.000000,3755288.000000,18.979742,2.696014,2.230000
63,2540906778,35.71987,140.09625,1,2,149,4760,9585.000000,175568.000000,63.267578,114.604169,1.870000
64,469106036,34.51659,135.79875,2,13,13,4793,37350.000000,249108.000000,239.308337,169.663898,2.170000
65,802210597,38.14957,140.88375,32,56,201,7487,35831.000000,689250.000000,326.536353,96.642344,3.220000
66,217641481,38.26527,140.88375,15,15,15,6299,399573.000000,3492240.000000,304.469705,3.277717,1.770000
67,1180813808,34.77113,135.50625,1,1,3,4551,39614.000000,189650.000000,63.767355,114.053704,2.000000
68,861654374,35.88185,139.80375,1,6,32,4232,29873.000000,156202.000000,33.158390,29.885828,1.710000
69,2379973542,35.58103,139.53375,1,17,171,4376,106768.000000,597602.000000,21.524531,5.603230,1.180000
70,1173665124,34.58601,133.75125,3,3,35,3720,22560.000000,153297.000000,464.111578,321.686636,1.740000
71,1255053265,34.63229,135.59625,2,3,11,2838,10535.000000,145799.000000,208.381560,272.105257,1.270000
72,1542791966,35.69673,139.73625,1,1,3,4599,21720.000000,197170.000000,9.069487,9.814882,1.690000
73,245707019,33.66041,130.44375,2,2,58,5978,27001.000000,465642.000000,472.048908,410.927064,2.250000
74,233564475,35.60417,139.73625,1,2,21,7736,1095069.000000,10515075.000000,9.446573,3.119454,3.150000
75,463781570,34.74799,135.37125,1,6,120,4222,24909.000000,274282.000000,90.309703,129.382374,1.370000
76,1727478990,34.77113,134.83125,2,5,5,5182,11007.000000,311431.000000,314.617626,321.072039,2.130000
77,1288480148,34.77113,135.55125,3,3,177,3328,13151.000000,222236.000000,288.392793,183.922399,1.370000
78,1640696234,34.70171,135.50625,1,1,1,5702,857595.000000,2512178.000000,50.326718,118.572684,1.160000
79,267630739,35.65045,139.91625,1,8,27,5638,194724.000000,1001421.000000,16.062565,4.974974,2.420000
80,2261387623,35.81243,139.80375,1,7,309,4396,13280.000000,243709.000000,94.861365,240.506958,1.790000
81,165376026,34.74799,135.52875,1,1,64,6793,94504.000000,890014.000000,318.046938,155.663335,3.580000
82,1307503608,33.66041,130.44375,1,1,33,5231,30008.000000,343914.000000,791.329442,260.864962,1.870000
