1,239544804,34.47031,132.44625,8,400,31366,2180,13.000000,667.061901,480.532870,239.088690,1.890000
2,2590152079,35.76615,139.78125,2,211,353,2057,17.000000,654.608905,474.250099,305.472175,1.190000
3,609989771,34.70171,135.50625,2,142,279,2229,78.303030,1868.603933,398.064645,286.357095,2.360000
4,2222305861,38.26527,140.88375,4,401,435,1843,35.000000,897.172868,419.776216,299.581109,0.840000
5,364058329,34.77113,137.37375,3,3,115,1970,6.000000,438.450111,420.494968,282.930306,0.940000
6,949865268,35.65045,139.30875,3,149,676,2673,13.217391,1303.603035,388.258519,274.404933,2.200000
7,1147559046,35.81243,139.82625,2,70,458,2086,26.000000,691.913559,361.504961,332.283229,1.240000
8,2447343002,34.74799,135.50625,2,15,555,2063,16.333333,671.413868,237.077038,159.892722,1.430000
9,2583213432,35.90499,139.42125,1,14,38,2148,43.000000,1295.800491,35.174059,16.301898,1.400000
10,1093887584,34.72485,137.46375,1,9,31366,1925,15.000000,584.990320,396.000437,374.728468,1.030000
11,530949163,34.97939,135.91125,13,114,380,2087,24.000000,713.822450,397.410376,280.989439,1.320000
12,850809871,34.12321,134.56125,10,27,31366,2161,21.000000,810.577290,408.077109,266.599444,1.760000
13,2379615794,35.74301,139.64625,1,175,175,2258,29.000000,1021.173861,333.213822,268.895519,1.570000
14,1690937498,35.14137,136.06875,16,84,31366,2098,11.924370,694.092047,340.866572,149.590801,1.480000
15,1041226908,34.74799,135.34875,2,10,51,2656,151.000000,3135.278981,303.532401,195.065704,2.200000
16,167789720,35.69673,139.75875,1,45,89,2872,96.000000,2284.937604,383.086715,314.418191,2.120000
17,1065581316,34.70171,135.48375,4,105,378,1580,85.000000,873.949032,408.153699,253.993620,0.590000
18,1905081079,33.54471,130.35375,3,104,861,2100,21.000000,842.957660,529.614210,333.144451,1.550000
19,1307023502,34.86369,136.47375,1,1,1,2061,19.048507,724.233277,268.181789,188.132434,1.640000
20,1026225318,34.70171,135.52875,1,1,1,2339,11.985255,862.875692,145.329260,227.911340,1.470000
21,873088081,37.43223,140.38875,11,20,20,2093,161.065611,1958.165147,717.713805,443.030444,1.510000
22,224471714,34.95625,135.77625,25,125,125,2206,110.000000,1368.082922,421.681159,31.860190,1.630000
23,2345655476,35.81243,139.80375,3,55,630,2188,55.000000,928.897643,316.339645,308.502223,1.390000
24,2606531006,34.67857,134.98875,2,2,1654,2343,39.500000,1313.998060,286.052632,265.928760,1.890000
25,1641143118,36.04383,136.22625,12,1073,1888,1953,40.000000,744.393131,343.825664,143.778995,1.420000
26,435800611,36.43721,139.35375,1,27,31366,2248,19.000000,784.336382,141.530030,258.549389,1.300000
27,452037373,34.95625,135.77625,8,179,179,1950,8.000000,450.018535,402.196243,228.848338,0.950000
28,1259896836,36.13639,139.62375,3,38,31366,1920,30.000000,686.367185,236.212795,234.181607,0.970000
29,268576503,35.62731,138.52125,3,38,1022,2359,31.730769,1044.821154,385.815855,250.758365,2.100000
30,443653120,35.62731,139.30875,2,244,444,2064,21.777778,825.118158,400.889850,434.538711,1.540000
31,151899392,35.69673,140.65875,1,175,31366,2333,20.000000,1158.137192,428.483482,432.432938,2.590000
32,1963111747,34.63229,133.90875,2,209,1358,2086,16.000000,733.314929,488.586242,337.272894,1.690000
33,113604371,34.70171,136.49625,12,45,156,2961,138.267442,4720.847226,311.190263,139.042137,4.740000
34,1922912161,34.60915,135.52875,3,184,189,1934,49.000000,752.995755,409.615475,165.104138,1.010000
35,1659336752,36.32151,139.46625,3,76,1109,2241,108.000000,1401.457329,397.821410,309.474964,1.450000
36,520270980,35.71987,139.55625,5,168,1374,2159,92.000000,1665.036347,428.079276,470.665061,2.300000
37,1287956666,34.97939,132.19875,2,36,31366,2089,20.000000,838.528016,429.389583,267.802517,1.350000
38,149567845,35.58103,139.66875,6,182,850,1937,192.333333,1310.400741,503.449951,324.620464,1.180000
