readed png, RainTime:0.097517708, MeCabTime:0.00032574, UsedTime:0.097960921

Tweet:531303278634483712, 2014-11-30T06:02:54+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=57&y=8&z=7&date=201411091330, filename:img/2014/11/09/x57y8_1330.png, 
readed png, RainTime:0.103277937, MeCabTime:0.000342781, UsedTime:0.103736446

Tweet:531303280282857472, 2014-11-30T06:02:54+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.091144272, MeCabTime:0.000364502, UsedTime:0.091633929

Tweet:531303280685494273, 2014-11-30T06:02:54+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098162413, MeCabTime:0.000426241, UsedTime:0.098728197

Tweet:531303280438022144, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.097004723, MeCabTime:0.000393346, UsedTime:0.097526508

Tweet:531303281104916481, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097432223, MeCabTime:0.000314495, UsedTime:0.097877391

Tweet:531303281213968385, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097475524, MeCabTime:0.000688985, UsedTime:0.098283309

Tweet:531303281482399745, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.097773188, MeCabTime:0.000324553, UsedTime:0.098211651

Tweet:531303282086379521, 2014-11-30T06:02:55+09:00, not japanese, Tweet:531303282539364353, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.09169092, MeCabTime:0.000337822, UsedTime:0.092119326

Tweet:531303284338737153, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098107169, MeCabTime:0.000353257, UsedTime:0.098598502

Tweet:531303286218194945, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.096950736, MeCabTime:0.000403403, UsedTime:0.097481111

Tweet:531303287002103808, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.097131765, MeCabTime:0.000324692, UsedTime:0.097574698

Tweet:531303287346061312, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097933752, MeCabTime:0.000309746, UsedTime:0.098361531

Tweet:531303287211831296, 2014-11-30T06:02:55+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.0982296, MeCabTime:0.000319035, UsedTime:0.098662197

Tweet:531303289078312961, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.092496818, MeCabTime:0.000415765, UsedTime:0.093024609

Tweet:531303289648717824, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098104095, MeCabTime:0.000329931, UsedTime:0.098571683

Tweet:531303289761964032, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.0985244, MeCabTime:0.000323435, UsedTime:0.098973689

Tweet:531303289946533889, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098752013, MeCabTime:0.000406127, UsedTime:0.099277988

Tweet:531303289573228545, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098562534, MeCabTime:0.000357517, UsedTime:0.099037245

Tweet:531303294254469121, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.09928581, MeCabTime:0.000421912, UsedTime:0.099820934

Tweet:531303295562690561, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=7&z=7&date=201411091330, filename:img/2014/11/09/x56y7_1330.png, 
readed png, RainTime:0.09305506, MeCabTime:0.000384686, UsedTime:0.093551841

Tweet:531303296770658306, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098351683, MeCabTime:0.00032588, UsedTime:0.098812496

Tweet:531303297940852736, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098523074, MeCabTime:0.000320921, UsedTime:0.098971035

Tweet:531303299761192962, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098769753, MeCabTime:0.000402216, UsedTime:0.099290699

Tweet:531303305608048640, 2014-11-30T06:02:56+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098371378, MeCabTime:0.000317219, UsedTime:0.098826045

Tweet:531303305876893696, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=7&z=7&date=201411091330, filename:img/2014/11/09/x56y7_1330.png, 
readed png, RainTime:0.099237969, MeCabTime:0.000371765, UsedTime:0.099723854

Tweet:531303306178863104, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.092613034, MeCabTime:0.000476178, UsedTime:0.093201796

Tweet:531303306220417025, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098275556, MeCabTime:0.00036995, UsedTime:0.098780648

Tweet:531303306685984768, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=5&z=7&date=201411091330, filename:img/2014/11/09/x55y5_1330.png, 
readed png, RainTime:0.097167524, MeCabTime:0.000464025, UsedTime:0.097759847

Tweet:531303306107166721, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.09826962, MeCabTime:0.000346831, UsedTime:0.09873567

Tweet:531303308787339264, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098395613, MeCabTime:0.000459137, UsedTime:0.098971175

Tweet:531303308888010753, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.099141238, MeCabTime:0.00034753, UsedTime:0.099600096

Tweet:531303308627959808, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=7&z=7&date=201411091330, filename:img/2014/11/09/x56y7_1330.png, 
readed png, RainTime:0.09235071, MeCabTime:0.000351791, UsedTime:0.092814596

Tweet:531303309382930433, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.097530559, MeCabTime:0.000323574, UsedTime:0.097973213

Tweet:531303309714259968, 2014-11-30T06:02:57+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098512806, MeCabTime:0.000328673, UsedTime:0.098969638

Tweet:531303310154674177, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.099099194, MeCabTime:0.000341594, UsedTime:0.099561963

Tweet:531303311018704897, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098939747, MeCabTime:0.000310444, UsedTime:0.099366546

Tweet:531303310876110848, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098828629, MeCabTime:0.00043546, UsedTime:0.099379607

Tweet:531303314541912064, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.0923153, MeCabTime:0.000358565, UsedTime:0.09279497

Tweet:531303316106788865, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.096855403, MeCabTime:0.00042219, UsedTime:0.097415879

Tweet:531303316756918272, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097445841, MeCabTime:0.00044412, UsedTime:0.098016444

Tweet:531303317440196610, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098596267, MeCabTime:0.00032106, UsedTime:0.099080686

Tweet:531303317842821120, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.098802439, MeCabTime:0.000344177, UsedTime:0.099265626

Tweet:531303318174199808, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097140286, MeCabTime:0.000310585, UsedTime:0.097564642

Tweet:531303318308417536, 2014-11-30T06:02:58+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.092426, MeCabTime:0.000370369, UsedTime:0.092907485

Tweet:531303318094499840, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.096963238, MeCabTime:0.000371696, UsedTime:0.097471334

Tweet:531303319042805761, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.096971689, MeCabTime:0.000408781, UsedTime:0.097505975

Tweet:531303319675731969, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098720166, MeCabTime:0.000344318, UsedTime:0.099183982

Tweet:531303321173123072, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=57&y=8&z=7&date=201411091330, filename:img/2014/11/09/x57y8_1330.png, 
readed png, RainTime:0.10400282, MeCabTime:0.000361219, UsedTime:0.104481792

Tweet:531303323962703872, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097473708, MeCabTime:0.000394604, UsedTime:0.098007017

Tweet:531303324532756481, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.09257099, MeCabTime:0.000362266, UsedTime:0.093056386

Tweet:531303325778452480, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097110673, MeCabTime:0.000370717, UsedTime:0.097619467

Tweet:531303326114402304, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098103817, MeCabTime:0.000431689, UsedTime:0.098663175

Tweet:531303326730559488, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098895257, MeCabTime:0.000325111, UsedTime:0.099339238

Tweet:531303327661690880, 2014-11-30T06:02:59+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098764724, MeCabTime:0.000325111, UsedTime:0.099207518

Tweet:531303327770750978, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.098803067, MeCabTime:0.000326997, UsedTime:0.099255988

Tweet:531303328550899713, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.092088038, MeCabTime:0.000367435, UsedTime:0.092567777

Tweet:531303330048266240, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=57&y=6&z=7&date=201411091330, filename:img/2014/11/09/x57y6_1330.png, 
readed png, RainTime:0.097492984, MeCabTime:0.000324273, UsedTime:0.097954146

Tweet:531303330752892929, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097564013, MeCabTime:0.000325321, UsedTime:0.098015956

Tweet:531303332187750400, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098763467, MeCabTime:0.000459486, UsedTime:0.099345036

Tweet:531303331948285952, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098874515, MeCabTime:0.000366737, UsedTime:0.099356559

Tweet:531303332954923008, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097080362, MeCabTime:0.000327486, UsedTime:0.09752141

Tweet:531303333219155968, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.092353853, MeCabTime:0.000418559, UsedTime:0.092885765

Tweet:531303334930444288, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.096723892, MeCabTime:0.0003476, UsedTime:0.097206635

Tweet:531303334838153217, 2014-11-30T06:03:00+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=57&y=8&z=7&date=201411091330, filename:img/2014/11/09/x57y8_1330.png, 
readed png, RainTime:0.102387391, MeCabTime:0.000438464, UsedTime:0.102954433

Tweet:531303336524275712, 2014-11-30T06:03:01+09:00, not japanese, Tweet:531303340697587712, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098872908, MeCabTime:0.000317988, UsedTime:0.099285531

Tweet:531303341918519297, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097890171, MeCabTime:0.000447682, UsedTime:0.098455606

Tweet:531303342354341888, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.099095283, MeCabTime:0.000311842, UsedTime:0.099518801

Tweet:531303344879304705, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.092740355, MeCabTime:0.000361777, UsedTime:0.093215624

Tweet:531303345042882560, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097345829, MeCabTime:0.000341175, UsedTime:0.097837302

Tweet:531303345361653760, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.099156185, MeCabTime:0.000362825, UsedTime:0.099645702

Tweet:531303345575583744, 2014-11-30T06:03:01+09:00, not japanese, Tweet:531303346359914496, 2014-11-30T06:03:01+09:00, not japanese, Tweet:531303346343124994, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.099459714, MeCabTime:0.000322457, UsedTime:0.09987555

Tweet:531303347802755073, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098973061, MeCabTime:0.000336146, UsedTime:0.099426121

Tweet:531303347668529153, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=57&y=8&z=7&date=201411091330, filename:img/2014/11/09/x57y8_1330.png, 
readed png, RainTime:0.103808522, MeCabTime:0.000376864, UsedTime:0.104299996

Tweet:531303348129906688, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.091750913, MeCabTime:0.000363803, UsedTime:0.09222744

Tweet:531303349019095040, 2014-11-30T06:03:01+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.097056267, MeCabTime:0.000333213, UsedTime:0.09752574

Tweet:531303349832790018, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097599353, MeCabTime:0.000328813, UsedTime:0.098064356

Tweet:531303349983784961, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098712343, MeCabTime:0.000377911, UsedTime:0.099213733

Tweet:531303351611187201, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098873747, MeCabTime:0.000309886, UsedTime:0.099301315

Tweet:531303352693313536, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.096949689, MeCabTime:0.000323086, UsedTime:0.097387315

Tweet:531303353020456960, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.093184895, MeCabTime:0.000518013, UsedTime:0.093815771

Tweet:531303352676544512, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097124502, MeCabTime:0.000377562, UsedTime:0.097647823

Tweet:531303354861764608, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098792661, MeCabTime:0.000356959, UsedTime:0.099277359

Tweet:531303355323138048, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097182191, MeCabTime:0.000330139, UsedTime:0.097631479

Tweet:531303355982049280, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.099127061, MeCabTime:0.000410877, UsedTime:0.09965569

Tweet:531303356128428033, 2014-11-30T06:03:02+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098904896, MeCabTime:0.000314216, UsedTime:0.099333163

Tweet:531303356505927681, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.092470698, MeCabTime:0.000367505, UsedTime:0.092952533

Tweet:531303356409470976, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098492832, MeCabTime:0.000383079, UsedTime:0.099013988

Tweet:531303356807925760, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098888553, MeCabTime:0.000490006, UsedTime:0.099505321

Tweet:531303357063770112, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=57&y=8&z=7&date=201411091330, filename:img/2014/11/09/x57y8_1330.png, 
readed png, RainTime:0.103992274, MeCabTime:0.000363245, UsedTime:0.104475087

Tweet:531303359907500032, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098762768, MeCabTime:0.000304228, UsedTime:0.09918433

Tweet:531303359857188864, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.099009029, MeCabTime:0.000308349, UsedTime:0.099432407

Tweet:531303360402436096, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=57&y=8&z=7&date=201411091330, filename:img/2014/11/09/x57y8_1330.png, 
readed png, RainTime:0.097913848, MeCabTime:0.000391111, UsedTime:0.098420407

Tweet:531303362797375490, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098261238, MeCabTime:0.000338242, UsedTime:0.098736788

Tweet:531303365553053696, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=55&y=6&z=7&date=201411091330, filename:img/2014/11/09/x55y6_1330.png, 
readed png, RainTime:0.097099289, MeCabTime:0.000345435, UsedTime:0.097571765

Tweet:531303366643945472, 2014-11-30T06:03:03+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098656191, MeCabTime:0.00038713, UsedTime:0.099163797

Tweet:531303366467416065, 2014-11-30T06:03:04+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098355664, MeCabTime:0.000329791, UsedTime:0.098801321

Tweet:531303369730580481, 2014-11-30T06:03:04+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098720444, MeCabTime:0.0003256, UsedTime:0.099160305

Tweet:531303370368106498, 2014-11-30T06:03:04+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.092006114, MeCabTime:0.000378819, UsedTime:0.092498634

Tweet:531303370326151168, 2014-11-30T06:03:04+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.097909658, MeCabTime:0.00034348, UsedTime:0.098388909

Tweet:531303371416670208, 2014-11-30T06:03:04+09:00, normal, url:http://weather.map.c.yimg.jp/weather?x=56&y=6&z=7&date=201411091330, filename:img/2014/11/09/x56y6_1330.png, 
readed png, RainTime:0.098445271, MeCabTime:0.00033866, UsedTime:0.098911042

